UniversalMessageId,SenderUserId,SenderScreenName,SenderListedName,Sender Followers Count,SenderInfluencerScore,OriginalAuthor,OriginalAuthorProfileLink,Message,MessageType,CreatedTime,Language,MediaTypeList,Permalink,Retweets,Tweet Generator,Favorites,Spam,Sentiment,Location,Country,State,City,Latitude,Longitude,Vader,TextBlob,Number_Words,LH_positive,LH_negative,OF_positive,OF_negative,Eastern Time,Day,cleaned
TWITTER_8_1228110227397992449,257090515,malahierba34,Malahierba34,83,54,RepKatiePorter,https://twitter.com/Rep. Katie Porter,"RT @RepKatiePorter Some Californians have received ""2020 Congressional District Census"" questionnaires—but they were actually RNC mailers. Ploys like this increase confusion and distrust, when the census already struggles against disinformation. I called on the Census Director to do something. https://t.co/8oE5wCv4L1",Twitter Retweet,14:30.1,English,VIDEO,https://twitter.com/show/status/1228110227397992449,,Twitter for iPhone,,FALSE,NEUTRAL,,Unknown,,,,,-0.3346,0,44,1,3,0,0,14:30.1,2/13/2020,rt repkatieport californian receiv 2020 congression district questionnaires—but actual rnc mailer ploy like increas confus distrust alreadi struggl disinform call director someth
TWITTER_4_1295437796983943169,41597610,CityOfFranklin,City of Franklin,29267,61,,,"When you trust @uscensusbureau with your information, their promise—and legal duty—is to keep it safe. The information you provide on the #2020Census will be kept confidential. 

Learn more at 2020census.gov

#CityofFranklin https://t.co/V0E0gCbBXe",Twitter Mention,10:13.5,English,VIDEO,https://www.twitter.com/CityOfFranklin/status/1295437796983943169,,Twitter Web App,,FALSE,NEUTRAL,"Franklin, Tennessee, United States",United States,Tennessee,Franklin,35.92506,-86.86889,0.7717,0.283333333,38,3,0,1,0,10:13.5,8/17/2020,uscensusbureau inform promise—and legal duty—i keep safe inform provid 2020censu kept confidenti learn 2020censu gov cityoffranklin
TWITTER_8_1242407125135044609,202951147,DianaJManwaring,Diana Manwaring 🇬🇧 🇺🇸,1754,76,sandduch,https://twitter.com/Sandi,RT @sandduch @uscensusbureau I saw your questions. Why do you need to know my race and the second of my spouse and the race of everyone who lives in the house. I don’t trust this administration to not use that data against me. Stormtroopers at the door,Twitter Retweet,05:16.1,English,,https://twitter.com/show/status/1242407125135044609,,Twitter Web App,,FALSE,NEUTRAL,,United States,New York,,42.71119,-74.33874,0.5106,0,48,1,0,0,0,05:16.1,3/24/2020,rt sandduch uscensusbureau saw question need know race second spous race everyon live hous don’t administr use data stormtroop door
TWITTER_7_1225952268115161089,975963320,vjf6122,Vickie Tipton🌊🍑,708,79,,,@uscensusbureau Your part of the trump mob. Trump's now getting his way on everything. So there won't be any money for nothing. Except for the rich people I don't trust the government anymore. There's no. United States anymore We're being run by a dictator.,Twitter Reply,19:32.5,English,,https://twitter.com/vjf6122/status/1225952268115161089,2,Twitter for Android,0,FALSE,NEGATIVE,,Unknown,,,,,0.3607,0.0625,49,5,1,1,0,19:32.5,2/7/2020,uscensusbureau part trump mob trump get way everyth money noth except rich peopl govern anymor unit state anymor run dictat
TWITTER_8_1228046255336521729,9.56E+17,CA_bobby77,"Bob 🇺🇸 *Vote America, Vote Blue* 🇺🇸",360,67,RepKatiePorter,https://twitter.com/Rep. Katie Porter,"RT @RepKatiePorter Some Californians have received ""2020 Congressional District Census"" questionnaires—but they were actually RNC mailers. Ploys like this increase confusion and distrust, when the census already struggles against disinformation. I called on the Census Director to do something. https://t.co/8oE5wCv4L1",Twitter Retweet,00:17.9,English,VIDEO,https://twitter.com/show/status/1228046255336521729,,Twitter Web App,,FALSE,NEUTRAL,,United States,California,,37.25022,-119.75126,-0.3346,0,44,1,3,0,0,00:17.9,2/13/2020,rt repkatieport californian receiv 2020 congression district questionnaires—but actual rnc mailer ploy like increas confus distrust alreadi struggl disinform call director someth
TWITTER_8_1228134347292712960,4219456873,SixPersistsBlue,Crewman Six - #MaskUp,24821,86,RepKatiePorter,https://twitter.com/Rep. Katie Porter,"RT @RepKatiePorter Some Californians have received ""2020 Congressional District Census"" questionnaires—but they were actually RNC mailers. Ploys like this increase confusion and distrust, when the census already struggles against disinformation. I called on the Census Director to do something. https://t.co/8oE5wCv4L1",Twitter Retweet,50:20.7,English,VIDEO,https://twitter.com/show/status/1228134347292712960,,Twitter for Android,,FALSE,NEUTRAL,,Unknown,,,,,-0.3346,0,44,1,3,0,0,50:20.7,2/13/2020,rt repkatieport californian receiv 2020 congression district questionnaires—but actual rnc mailer ploy like increas confus distrust alreadi struggl disinform call director someth
TWITTER_8_1219343762683416576,58691526,IdahoLady7,🇺🇸Mrs. Deplorable Idaho JoJo🇺🇸,25145,75,MAGA2ARIGHTS,https://twitter.com/🇺🇸MarieAnne🇺🇸⭐️K⭐️,"RT @MAGA2ARIGHTS New York state unveils council, proposed funding for fair census count 😱

Don’t trust anything NY politicians promise, they are getting our citizens murdered with their dangerous laws 😈

thehill.com/homenews/state…",Twitter Retweet,39:42.0,English,LINK,https://twitter.com/show/status/1219343762683416576,,Twitter for Android,,FALSE,NEGATIVE,,United States,Idaho,,44.72989,-116.4382,-0.5267,0.078787879,34,3,1,1,1,39:42.0,1/20/2020,rt maga2aright new york state unveil council propos fund fair count 😱 don’t anyth ny politician promis get citizen murder danger law 😈 thehil com homenew state…
TWITTER_8_1228291059433771008,1270532702,csdeperez,marina deperez,360,64,RepKatiePorter,https://twitter.com/Rep. Katie Porter,"RT @RepKatiePorter Some Californians have received ""2020 Congressional District Census"" questionnaires—but they were actually RNC mailers. Ploys like this increase confusion and distrust, when the census already struggles against disinformation. I called on the Census Director to do something. https://t.co/8oE5wCv4L1",Twitter Retweet,13:03.8,English,VIDEO,https://twitter.com/show/status/1228291059433771008,,Twitter for Android,,FALSE,NEUTRAL,,United States,New York,,43.00035,-75.4999,-0.3346,0,44,1,3,0,0,13:03.8,2/14/2020,rt repkatieport californian receiv 2020 congression district questionnaires—but actual rnc mailer ploy like increas confus distrust alreadi struggl disinform call director someth
TWITTER_8_1228383523540815872,1.01E+18,TnGoing,Going to TN,600,60,RepKatiePorter,https://twitter.com/Rep. Katie Porter,"RT @RepKatiePorter Some Californians have received ""2020 Congressional District Census"" questionnaires—but they were actually RNC mailers. Ploys like this increase confusion and distrust, when the census already struggles against disinformation. I called on the Census Director to do something. https://t.co/8oE5wCv4L1",Twitter Retweet,20:28.9,English,VIDEO,https://twitter.com/show/status/1228383523540815872,,Twitter for Android,,FALSE,NEUTRAL,"Las Vegas, Nevada, United States",United States,Nevada,Las Vegas,36.17497,-115.13722,-0.3346,0,44,1,3,0,0,20:28.9,2/14/2020,rt repkatieport californian receiv 2020 congression district questionnaires—but actual rnc mailer ploy like increas confus distrust alreadi struggl disinform call director someth
TWITTER_8_1249886538131025920,8.97E+17,RLAS19,RLAS,436,78,,,RT @hansilowang This is why I created @faircount - to ensure that everyone here is included in the narrative of America. Delaying the Census may erase marginalized communities and cost them political power & economic power. We cannot trust the Trump administration to have good intentions. 👀,Twitter Retweet,25:47.1,English,,https://www.twitter.com/RLAS19/status/1249886538131025920,,,,FALSE,NEUTRAL,,Unknown,,,,,0.5856,0.2,45,3,2,1,0,25:47.1,4/13/2020,rt hansilowang creat faircount ensur everyon includ narr america delay may eras margin commun cost polit power econom power cannot trump administr good intent 👀
TWITTER_8_1228477508338667520,2287654711,jmichele62,jeanette muller allured,409,62,RepKatiePorter,https://twitter.com/Rep. Katie Porter,"RT @RepKatiePorter Some Californians have received ""2020 Congressional District Census"" questionnaires—but they were actually RNC mailers. Ploys like this increase confusion and distrust, when the census already struggles against disinformation. I called on the Census Director to do something. https://t.co/8oE5wCv4L1",Twitter Retweet,33:56.7,English,VIDEO,https://twitter.com/show/status/1228477508338667520,,Twitter Web App,,FALSE,NEUTRAL,,Unknown,,,,,-0.3346,0,44,1,3,0,0,33:56.7,2/14/2020,rt repkatieport californian receiv 2020 congression district questionnaires—but actual rnc mailer ploy like increas confus distrust alreadi struggl disinform call director someth
TWITTER_8_1270482738345205768,514997127,3LaxMom3,Natalie Raichl,15,35,,,RT @SethAbramson We mailed or filled on the census online. If that's trustworthy then voting online or mail should be fine also. twitter.com/SethAbramson/s…,Twitter Retweet,27:43.9,English,LINK,https://www.twitter.com/3LaxMom3/status/1270482738345205768,,,,FALSE,NEUTRAL,,Unknown,,,,,0.6597,0.272222222,27,2,0,1,0,27:43.9,6/9/2020,rt sethabramson mail fill onlin trustworthi vote onlin mail fine also twitter com sethabramson s…
TWITTER_8_1231190477816377344,751778144,EmersonFan1,(((EmersonFan))),4684,90,RepKatiePorter,https://twitter.com/Rep. Katie Porter,"RT @RepKatiePorter Some Californians have received ""2020 Congressional District Census"" questionnaires—but they were actually RNC mailers. Ploys like this increase confusion and distrust, when the census already struggles against disinformation. I called on the Census Director to do something. https://t.co/8oE5wCv4L1",Twitter Retweet,14:19.0,English,VIDEO,https://twitter.com/show/status/1231190477816377344,,Twitter for Android,,FALSE,NEUTRAL,,Unknown,,,,,-0.3346,0,44,1,3,0,0,14:19.0,2/22/2020,rt repkatieport californian receiv 2020 congression district questionnaires—but actual rnc mailer ploy like increas confus distrust alreadi struggl disinform call director someth
TWITTER_8_1228760173562470400,39716367,zacmcowan,Zac Cowan,1756,68,RepKatiePorter,https://twitter.com/Rep. Katie Porter,"RT @RepKatiePorter Some Californians have received ""2020 Congressional District Census"" questionnaires—but they were actually RNC mailers. Ploys like this increase confusion and distrust, when the census already struggles against disinformation. I called on the Census Director to do something. https://t.co/8oE5wCv4L1",Twitter Retweet,17:09.3,English,VIDEO,https://twitter.com/show/status/1228760173562470400,,Twitter for iPhone,,FALSE,NEUTRAL,,Unknown,,,,,-0.3346,0,44,1,3,0,0,17:09.3,2/15/2020,rt repkatieport californian receiv 2020 congression district questionnaires—but actual rnc mailer ploy like increas confus distrust alreadi struggl disinform call director someth
TWITTER_8_1228296715154882561,1.00E+18,DukeofArdmore,TheDukeofArdmore,6,38,RepKatiePorter,https://twitter.com/Rep. Katie Porter,"RT @RepKatiePorter Some Californians have received ""2020 Congressional District Census"" questionnaires—but they were actually RNC mailers. Ploys like this increase confusion and distrust, when the census already struggles against disinformation. I called on the Census Director to do something. https://t.co/8oE5wCv4L1",Twitter Retweet,35:32.2,English,VIDEO,https://twitter.com/show/status/1228296715154882561,,Twitter for Android,,FALSE,NEUTRAL,,United States,Pennsylvania,,40.27245,-76.90567,-0.3346,0,44,1,3,0,0,35:32.2,2/14/2020,rt repkatieport californian receiv 2020 congression district questionnaires—but actual rnc mailer ploy like increas confus distrust alreadi struggl disinform call director someth
TWITTER_8_1213174849834602496,4846921939,ralphhexter,Ralph Hexter,984,46,YoloCountyCA,https://twitter.com/YoloCountyCA,"RT @YoloCountyCA Why You Matter: It’s important to have discussions and share your knowledge so that we can calm fears and anxiety around the 2020 Census. Get accurate information from local, trusted sources. Visit: yolocounty.org/2020census or census.ca.gov. #2020Census @CaCompleteCount https://t.co/Tu5dZRViwK",Twitter Retweet,06:38.6,English,"PHOTO,PHOTO,PHOTO",https://twitter.com/show/status/1213174849834602496,,Twitter Web App,,FALSE,NEUTRAL,"Davis, California, United States",United States,California,Davis,38.54491,-121.74052,0.6124,0.1375,48,4,2,3,0,06:38.6,1/3/2020,rt yolocountyca matter it’ import discuss share knowledg calm fear anxieti around 2020 get accur inform local trust sourc visit yolocounti org 2020censu ca gov 2020censu cacompletecount
TWITTER_2_1261278370253484032,30221236,uxMistress,Stacia Marlett,590,52,,,"I've gotten not one, but 2 email reminders to do the COVID survey follow-up from #Census2020. Those correspond to the 2 mail reminders ingot after doing the original survey. How can results be trusted if you can't get the recruitment right? #ux",Twitter Update,52:51.5,English,,https://www.twitter.com/uxMistress/status/1261278370253484032,,,1,FALSE,NEUTRAL,"Saint Paul, Minnesota, United States",United States,Minnesota,Saint Paul,44.94441,-93.09327,0.7964,0.165178571,45,2,0,2,0,52:51.5,5/15/2020,gotten one 2 email remind covid survey follow census2020 correspond 2 mail remind ingot origin survey result trust get recruit right ux
TWITTER_8_1228335385668915201,7.57E+17,LindseyIsNotOk,Lindsey,57,55,RepKatiePorter,https://twitter.com/Rep. Katie Porter,"RT @RepKatiePorter Some Californians have received ""2020 Congressional District Census"" questionnaires—but they were actually RNC mailers. Ploys like this increase confusion and distrust, when the census already struggles against disinformation. I called on the Census Director to do something. https://t.co/8oE5wCv4L1",Twitter Retweet,09:12.0,English,VIDEO,https://twitter.com/show/status/1228335385668915201,,Twitter for iPhone,,FALSE,NEUTRAL,"Jacksonville Beach, Florida, United States",United States,Florida,Jacksonville Beach,30.29469,-81.39314,-0.3346,0,44,1,3,0,0,09:12.0,2/14/2020,rt repkatieport californian receiv 2020 congression district questionnaires—but actual rnc mailer ploy like increas confus distrust alreadi struggl disinform call director someth
TWITTER_8_1228154816280571905,15554072,DemResistance,True-Blue-Patriot,44872,84,RepKatiePorter,https://twitter.com/Rep. Katie Porter,"RT @RepKatiePorter Some Californians have received ""2020 Congressional District Census"" questionnaires—but they were actually RNC mailers. Ploys like this increase confusion and distrust, when the census already struggles against disinformation. I called on the Census Director to do something. https://t.co/8oE5wCv4L1",Twitter Retweet,11:40.9,English,VIDEO,https://twitter.com/show/status/1228154816280571905,,Twitter for Android,,FALSE,NEUTRAL,,Unknown,,,,,-0.3346,0,44,1,3,0,0,11:40.9,2/13/2020,rt repkatieport californian receiv 2020 congression district questionnaires—but actual rnc mailer ploy like increas confus distrust alreadi struggl disinform call director someth
TWITTER_7_1296131182363652096,254173932,fassfoss,Haig Foster,5,28,,,"@jsolomonReports This is another reason the Census must be done correctly. I wonder what Party thinks this is not necessary, TIC? Trust, but Verify is right out the window as the Liberals think that anything they do or say are/is without consequences.",Twitter Reply,05:29.5,English,,https://www.twitter.com/fassfoss/status/1296131182363652096,,Twitter Web App,,FALSE,NEUTRAL,,Unknown,,,,,-0.0003,0.095238095,43,4,0,2,0,05:29.5,8/19/2020,jsolomonreport anoth reason must done correctli wonder parti think necessari tic verifi right window liber think anyth say without consequ
TWITTER_8_1228132791193415681,9.03E+17,titty_tornado,ghost in a 6ft safe zone,1507,69,RepKatiePorter,https://twitter.com/Rep. Katie Porter,"RT @RepKatiePorter Some Californians have received ""2020 Congressional District Census"" questionnaires—but they were actually RNC mailers. Ploys like this increase confusion and distrust, when the census already struggles against disinformation. I called on the Census Director to do something. https://t.co/8oE5wCv4L1",Twitter Retweet,44:09.7,English,VIDEO,https://twitter.com/show/status/1228132791193415681,,Twitter for Android,,FALSE,NEUTRAL,,Unknown,,,,,-0.3346,0,44,1,3,0,0,44:09.7,2/13/2020,rt repkatieport californian receiv 2020 congression district questionnaires—but actual rnc mailer ploy like increas confus distrust alreadi struggl disinform call director someth
TWITTER_7_1275242915397275649,1915829599,KyleMong,Kyle Mong,44,50,,,@realDonaldTrump You pay your taxes via mail. We just participated in the Census via mail.  Why wouldn’t you trust mail in voting?,Twitter Reply,42:58.6,English,,https://www.twitter.com/KyleMong/status/1275242915397275649,,,,FALSE,NEUTRAL,"Orlando, Florida, United States",United States,Florida,Orlando,28.53834,-81.37924,0.4404,0,23,1,0,0,0,42:58.6,6/22/2020,realdonaldtrump pay tax via mail particip via mail wouldn’t mail vote
TWITTER_8_1238660172920356865,2510918743,CFraase,Cynthia Fraase,3190,83,RepKatiePorter,https://twitter.com/Rep. Katie Porter,"RT @RepKatiePorter Some Californians have received ""2020 Congressional District Census"" questionnaires—but they were actually RNC mailers. Ploys like this increase confusion and distrust, when the census already struggles against disinformation. I called on the Census Director to do something. https://t.co/8oE5wCv4L1",Twitter Retweet,56:13.1,English,VIDEO,https://twitter.com/show/status/1238660172920356865,,Twitter for Android,,FALSE,NEUTRAL,,United States,Georgia,,34.11705,-83.57239,-0.3346,0,44,1,3,0,0,56:13.1,3/13/2020,rt repkatieport californian receiv 2020 congression district questionnaires—but actual rnc mailer ploy like increas confus distrust alreadi struggl disinform call director someth
TWITTER_4_1217099994249007104,41589291,ELCMDM,ELCMDM,1494,59,,,@ELCMDM @childrenstrust @UnitedWayMiami #Census2020,Twitter Mention,03:45.9,English,,https://twitter.com/show/status/1217099994249007104,2,Twitter Web App,0,FALSE,NEUTRAL,,United States,,Monroe County,33.01408,-83.91872,0,0,4,0,0,0,0,03:45.9,1/14/2020,elcmdm childrenstrust unitedwaymiami census2020
TWITTER_8_1228272330226327552,185448870,ipimi,Shelley Brown,1430,77,RepKatiePorter,https://twitter.com/Rep. Katie Porter,"RT @RepKatiePorter Some Californians have received ""2020 Congressional District Census"" questionnaires—but they were actually RNC mailers. Ploys like this increase confusion and distrust, when the census already struggles against disinformation. I called on the Census Director to do something. https://t.co/8oE5wCv4L1",Twitter Retweet,58:38.4,English,VIDEO,https://twitter.com/show/status/1228272330226327552,,Twitter for iPhone,,FALSE,NEUTRAL,"Santa Cruz, California, United States",United States,California,Santa Cruz,36.97412,-122.0308,-0.3346,0,44,1,3,0,0,58:38.4,2/14/2020,rt repkatieport californian receiv 2020 congression district questionnaires—but actual rnc mailer ploy like increas confus distrust alreadi struggl disinform call director someth
TWITTER_8_1226992405141868544,1089844819,TrusteeVargas,Cipriano Vargas,1497,58,VistaBlueprint,https://twitter.com/Vista Unified,RT @VistaBlueprint ⁦@EngageVista⁩ FACE Network team being trained as Trusted Messengers for the 2020 Census to further support the Vista community. We’re making sure #EveryoneCounts! https://t.co/zeJC613hwN,Twitter Retweet,12:40.5,English,PHOTO,https://twitter.com/show/status/1226992405141868544,,Twitter for iPhone,,FALSE,POSITIVE,"Chula Vista, California, United States",United States,California,Chula Vista,32.64005,-117.0842,0.8122,0.208333333,30,2,0,1,0,12:40.5,2/10/2020,rt vistablueprint ⁦ engagevista⁩ face network team train trust messeng 2020 support vista commun we’r make sure everyonecount
TWITTER_8_1228067618898104321,33565630,annzerega,Ann,57,51,RepKatiePorter,https://twitter.com/Rep. Katie Porter,"RT @RepKatiePorter Some Californians have received ""2020 Congressional District Census"" questionnaires—but they were actually RNC mailers. Ploys like this increase confusion and distrust, when the census already struggles against disinformation. I called on the Census Director to do something. https://t.co/8oE5wCv4L1",Twitter Retweet,25:11.4,English,VIDEO,https://twitter.com/show/status/1228067618898104321,,Twitter for iPhone,,FALSE,NEUTRAL,"San Jose, California, United States",United States,California,San Jose,37.33939,-121.89496,-0.3346,0,44,1,3,0,0,25:11.4,2/13/2020,rt repkatieport californian receiv 2020 congression district questionnaires—but actual rnc mailer ploy like increas confus distrust alreadi struggl disinform call director someth
TWITTER_8_1300602281533079555,8.18E+17,MC_Mad_Man,🇺🇸T€RR¥🇺🇸,67519,98,,,"RT @GregMusselwhit3 @bountytx There are a few people working the census that are trustworthy... my wife is currently working the census. 
I agree it's time for #TermLimits for a lot of entrenched government officials...",Twitter Retweet,12:02.6,English,,https://twitter.com/MC_Mad_Man/status/1300602281533079555,,Twitter for iPhone,,FALSE,NEUTRAL,,Unknown,,,,,0.3612,-0.05,35,1,0,0,0,12:02.6,8/31/2020,rt gregmusselwhit3 bountytx peopl work trustworthi wife current work agre time termlimit lot entrench govern offici
TWITTER_2_1217128103216078848,126946608,mariauxpen,María Peña,2391,63,,,"Kendall Johnson, exec dir for 2020 Census Integrated Comm contract, said apathy and government distrust have driven survey response rates down over the years. “We’re hoping our campaign... will encourage people to respond at a much greater rate,” she said. https://t.co/z0jS0Sygot",Twitter Update,55:27.6,English,"PHOTO,PHOTO,PHOTO",https://twitter.com/show/status/1217128103216078848,1,Twitter for iPhone,0,FALSE,NEUTRAL,,United States,"Washington, D.C.",,38.91706,-77.00025,0.5574,0.114814815,45,2,2,0,0,55:27.6,1/14/2020,kendal johnson exec dir 2020 integr comm contract said apathi govern distrust driven survey respons rate year “we’r hope campaign encourag peopl respond much greater rate ” said
TWITTER_2_1248798870101868544,366170436,YumanLife,Just another Yuman,702,33,,,Find myself wondering why the govt trusts the mail for the #2020Census (which determines how we share govt resources) but not for our votes (which determines the people that define those resources).,Twitter Update,23:46.8,English,,https://www.twitter.com/YumanLife/status/1248798870101868544,,,0,FALSE,NEUTRAL,"Yuma, Arizona, United States",United States,Arizona,Yuma,32.72532,-114.6244,0.3919,0,32,0,0,0,0,23:46.8,4/10/2020,find wonder govt trust mail 2020censu determin share govt resourc vote determin peopl defin resourc
TWITTER_8_1228015493010903040,1.02E+18,ericall32486189,eric_,923,72,MingGao26,https://twitter.com/Ming Solenya Nethery,"RT @MingGao26 Given GOP propensity to cheat, lie and crime do you trust Trump admin to conduct accurate census?",Twitter Retweet,58:03.6,English,,https://twitter.com/show/status/1228015493010903040,,Twitter for iPhone,,FALSE,NEUTRAL,,Unknown,,,,,-0.4939,0.4,19,3,3,1,0,58:03.6,2/13/2020,rt minggao26 given gop propens cheat lie crime trump admin conduct accur
TWITTER_8_1228089451034882049,1253101909,HerrmatitisC,Mordecai Ragamuffin,117,59,RepKatiePorter,https://twitter.com/Rep. Katie Porter,"RT @RepKatiePorter Some Californians have received ""2020 Congressional District Census"" questionnaires—but they were actually RNC mailers. Ploys like this increase confusion and distrust, when the census already struggles against disinformation. I called on the Census Director to do something. https://t.co/8oE5wCv4L1",Twitter Retweet,51:56.6,English,VIDEO,https://twitter.com/show/status/1228089451034882049,,Twitter for Android,,FALSE,NEUTRAL,,Unknown,,,,,-0.3346,0,44,1,3,0,0,51:56.6,2/13/2020,rt repkatieport californian receiv 2020 congression district questionnaires—but actual rnc mailer ploy like increas confus distrust alreadi struggl disinform call director someth
TWITTER_8_1228101914337787904,42252350,matukoamini,Adrienne Brown,684,70,RepKatiePorter,https://twitter.com/Rep. Katie Porter,"RT @RepKatiePorter Some Californians have received ""2020 Congressional District Census"" questionnaires—but they were actually RNC mailers. Ploys like this increase confusion and distrust, when the census already struggles against disinformation. I called on the Census Director to do something. https://t.co/8oE5wCv4L1",Twitter Retweet,41:28.1,English,VIDEO,https://twitter.com/show/status/1228101914337787904,,Twitter for iPhone,,FALSE,NEUTRAL,,United States,California,,37.25022,-119.75126,-0.3346,0,44,1,3,0,0,41:28.1,2/13/2020,rt repkatieport californian receiv 2020 congression district questionnaires—but actual rnc mailer ploy like increas confus distrust alreadi struggl disinform call director someth
TWITTER_8_1228679184886706176,117941835,aboutchuckb,Charles Anasco,119,64,RepKatiePorter,https://twitter.com/Rep. Katie Porter,"RT @RepKatiePorter Some Californians have received ""2020 Congressional District Census"" questionnaires—but they were actually RNC mailers. Ploys like this increase confusion and distrust, when the census already struggles against disinformation. I called on the Census Director to do something. https://t.co/8oE5wCv4L1",Twitter Retweet,55:20.1,English,VIDEO,https://twitter.com/show/status/1228679184886706176,,Twitter for Android,,FALSE,NEUTRAL,,United States,Utah,,40.48967,-111.93882,-0.3346,0,44,1,3,0,0,55:20.1,2/15/2020,rt repkatieport californian receiv 2020 congression district questionnaires—but actual rnc mailer ploy like increas confus distrust alreadi struggl disinform call director someth
TWITTER_8_1249415369405665285,408610869,maryinwilmnc,Mary Wears A Mask,281,65,,,"RT @Lyramydog The USG can mail me a census form to fill out, trust that I will annotate it correctly, then MAIL IT BACK IN to conduct the census. 
Why can’t we have mail in ballots?
@GOP think mail in ballots are corrupt? It’s ok when you want census data but not to vote? Voter suppression!😡",Twitter Retweet,13:31.7,English,,https://www.twitter.com/maryinwilmnc/status/1249415369405665285,,,,FALSE,NEUTRAL,"Wilmington, North Carolina, United States",United States,North Carolina,Wilmington,34.22573,-77.94471,0.5764,0,58,2,2,0,0,13:31.7,4/12/2020,rt lyramydog usg mail form fill annot correctli mail back conduct can’t mail ballot gop think mail ballot corrupt it’ ok want data vote voter suppress 😡
TWITTER_8_1228217040453791744,1569484657,kopperkat19,KP,137,59,RepKatiePorter,https://twitter.com/Rep. Katie Porter,"RT @RepKatiePorter Some Californians have received ""2020 Congressional District Census"" questionnaires—but they were actually RNC mailers. Ploys like this increase confusion and distrust, when the census already struggles against disinformation. I called on the Census Director to do something. https://t.co/8oE5wCv4L1",Twitter Retweet,18:56.3,English,VIDEO,https://twitter.com/show/status/1228217040453791744,,Twitter for iPhone,,FALSE,NEUTRAL,"Pahrump, Nevada, United States",United States,Nevada,Pahrump,36.20829,-115.98391,-0.3346,0,44,1,3,0,0,18:56.3,2/14/2020,rt repkatieport californian receiv 2020 congression district questionnaires—but actual rnc mailer ploy like increas confus distrust alreadi struggl disinform call director someth
TWITTER_2_1238183774426476544,1.22E+18,WendyWa22595127,Wendy Ware,0,19,,,What’s this bs that the census wants you to fill out your census online? What about all the people that don’t have internet access? I don’t trust this.,Twitter Update,23:10.8,English,,https://twitter.com/show/status/1238183774426476544,,Twitter for iPhone,,FALSE,NEGATIVE,,Unknown,,,,,0.5661,0.066666667,31,1,1,0,0,23:10.8,3/12/2020,what’ bs want fill onlin peopl don’t internet access don’t
TWITTER_8_1228042675808436224,4503598824,pamela_clerico,Pamela Clerico,335,58,RepKatiePorter,https://twitter.com/Rep. Katie Porter,"RT @RepKatiePorter Some Californians have received ""2020 Congressional District Census"" questionnaires—but they were actually RNC mailers. Ploys like this increase confusion and distrust, when the census already struggles against disinformation. I called on the Census Director to do something. https://t.co/8oE5wCv4L1",Twitter Retweet,46:04.5,English,VIDEO,https://twitter.com/show/status/1228042675808436224,,Twitter Web App,,FALSE,NEUTRAL,"Seattle, Washington, United States",United States,Washington,Seattle,47.60621,-122.33207,-0.3346,0,44,1,3,0,0,46:04.5,2/13/2020,rt repkatieport californian receiv 2020 congression district questionnaires—but actual rnc mailer ploy like increas confus distrust alreadi struggl disinform call director someth
TWITTER_8_1232432752714121217,21107159,umcjustice,Church & Society UMC,18161,63,CatholicNewsSvc,https://twitter.com/Catholic News Service,"RT @CatholicNewsSvc You are your community's most trusted voice,"" Steven Dillingham, Census Bureau director, told a group of interfaith leaders #Census twitter.com/CatholicSentnl…",Twitter Retweet,30:40.4,English,LINK,https://twitter.com/show/status/1232432752714121217,,Twitter Web App,,FALSE,POSITIVE,,United States,New York,,43.00035,-75.4999,0.5256,0.5,25,1,0,0,0,30:40.4,2/25/2020,rt catholicnewssvc commun trust voic steven dillingham bureau director told group interfaith leader twitter com catholicsentnl…
TWITTER_8_1242476774174449665,3452948117,karl_jacoby,Karl Jacoby,5281,61,matthew_klingle,https://twitter.com/Mattthew Klingle,RT @matthew_klingle A reminder that in the middle of this sh**storm to fill out your @uscensusbureau 2020 Census. It matters. Trust me: I'm a historian. twitter.com/uscensusbureau…,Twitter Retweet,42:01.7,English,LINK,https://twitter.com/show/status/1242476774174449665,,Twitter Web App,,FALSE,NEUTRAL,,Unknown,,,,,0.5267,0,30,1,0,0,0,42:01.7,3/24/2020,rt matthew klingl remind middl sh storm fill uscensusbureau 2020 matter historian twitter com uscensusbureau…
TWITTER_8_1290474859244457984,9.14E+17,_marymary7,Chuck Todd's Bangs,1514,73,,,"RT @hansilowang @hansilowang There is no way the GOP will not cheat, and no public trust Trump will not betray

@ACLU should challenge this in court, and if it goes through @joebiden should redo the Census in 2021
twitter.com/hansilowang/st…",Twitter Retweet,29:17.0,English,LINK,https://www.twitter.com/_marymary7/status/1290474859244457984,,Twitter Web App,,FALSE,NEUTRAL,,Unknown,,,,,0.7226,0,42,2,2,0,0,29:17.0,8/3/2020,rt hansilowang hansilowang way gop cheat public trump betray aclu challeng court goe joebiden redo 2021 twitter com hansilowang st…
